"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
usf_icf_p5_en_v3,bridge2ai_econsent_usf_english_version_3,,descriptive,,,,,,,,,,,,,,
usf_icf_p6_en_v3,bridge2ai_econsent_usf_english_version_3,,descriptive,,,,,,,,,,,,,,
usf_icf_p7_en_v3,bridge2ai_econsent_usf_english_version_3,,descriptive,,,,,,,,,,,,,,
usf_icf_p8_en_v3,bridge2ai_econsent_usf_english_version_3,,descriptive,,,,,,,,,,,,,,
usf_icf_p9_en_v3,bridge2ai_econsent_usf_english_version_3,,descriptive,,,,,,,,,,,,,,
usf_icf_question_en_v3,bridge2ai_econsent_usf_english_version_3,,radio,"<div class=""rich-text-field-label""><p>Consent to Take Part in Research</p> <p class=""p1""><span style=""font-weight: normal;"">By signing below, I freely give my consent to take part in this study. I understand that by signing this</span><br><span style=""font-weight: normal;"">form I am agreeing to take part in research. I have received a copy of this form to take with me. I</span><br><span style=""font-weight: normal;"">understand that by signing below, I am consenting for my contact information to be kept in a repository</span><br><span style=""font-weight: normal;"">for this study, and that this information may be used to contact me in the future for further data collection</span><br><span style=""font-weight: normal;"">if long-term follow-up is required as part of an eventual extension of this grant after the expected 4-year</span><br><span style=""font-weight: normal;"">duration, or to be invited to participate in future research studies. My information will not be shared with</span><br><span style=""font-weight: normal;"">third parties.</span></p> <p class=""p1""><span style=""font-weight: normal;"">By signing below, I consent to having all data I submit shared with the researchers of this study and to</span><br><span style=""font-weight: normal;"">having my audio recordings, written responses, and other coded research data shared with other qualified</span><br><span style=""font-weight: normal;"">researchers as described in this consent form. I further consent to the public sharing of my de-identified</span><br><span style=""font-weight: normal;"">and aggregated study data.</span></p> <p class=""p1""><span style=""font-weight: normal;"">I would like to be informed of incidental findings, should the study report this type of information.</span></p></div>","yes, Yes | no, No",,,,,y,,y,LV,,,,
usf_icf_signature_en_v3,bridge2ai_econsent_usf_english_version_3,,file,"Signature of Person Taking Part in Study
[Authorization]


",,,signature,,,y,,y,,,,," @READONLY-FORM"
usf_icf_date_en_v3,bridge2ai_econsent_usf_english_version_3,,text,Date,,,date_ymd,,,y,,y,,,,," @READONLY-FORM"
usf_icf_name_en_v3,bridge2ai_econsent_usf_english_version_3,,text,"Printed Name of Person Taking Part in Study",,,,,,y,,y,,,,," @READONLY-FORM"
usf_icf_hipaa_en_p1_v3,bridge2ai_econsent_usf_english_version_3," ",descriptive,,,,,,,,,,,,,,
usf_icf_hipaa_en_p2_v3,bridge2ai_econsent_usf_english_version_3,,descriptive,,,,,,,,,,,,,,
usf_icf_hipaa_en_p3_v3,bridge2ai_econsent_usf_english_version_3,,descriptive,,,,,,,,,,,,,,
usf_icf_hipaa_signature_en_v3,bridge2ai_econsent_usf_english_version_3,,file,"Signature of Person Taking Part in Study  (or Their Parent)
[Authorization]


",,,signature,,,y,,y,,,,," @READONLY-FORM"
usf_icf_hipaa_date_en_v3,bridge2ai_econsent_usf_english_version_3,,text,Date,,,date_ymd,,,y,,y,,,,," @READONLY-FORM"
usf_icf_hipaa_name_en_v3,bridge2ai_econsent_usf_english_version_3,,text,"Printed Name of Person Taking Part in Study (or Their Parent)",,,,,,y,,y,,,,," @READONLY-FORM"
usf_icf_p1_es,bridge2ai_econsent_usf_spanish," ",descriptive,,,,,,,,,,,,,,
usf_icf_p2_es,bridge2ai_econsent_usf_spanish,,descriptive,,,,,,,,,,,,,,
usf_icf_p3_es,bridge2ai_econsent_usf_spanish,,descriptive,,,,,,,,,,,,,,
usf_icf_p4_es,bridge2ai_econsent_usf_spanish,,descriptive,,,,,,,,,,,,,,
usf_icf_p5_es,bridge2ai_econsent_usf_spanish,,descriptive,,,,,,,,,,,,,,
usf_icf_p6_es,bridge2ai_econsent_usf_spanish,,descriptive,,,,,,,,,,,,,,
usf_icf_p7_es,bridge2ai_econsent_usf_spanish,,descriptive,,,,,,,,,,,,,,
usf_icf_p8_es,bridge2ai_econsent_usf_spanish,,descriptive,,,,,,,,,,,,,,
usf_icf_p9_es,bridge2ai_econsent_usf_spanish,,descriptive,,,,,,,,,,,,,,
usf_icf_question_es,bridge2ai_econsent_usf_spanish,,radio,"<div class=""rich-text-field-label""><p class=""p1"">Consentimiento para Participar en la Investigación</p> <p class=""p1""><span style=""font-weight: normal;"">Doy mi consentimiento libremente para participar en este estudio. Entiendo que al firmar este formulario </span><span style=""font-weight: normal;"">estoy aceptando participar en la investigación. He recibido una copia de este formulario para llevar </span><span style=""font-weight: normal;"">conmigo. Entiendo que al firmar a continuación, estoy dando mi consentimiento para que mi información </span><span style=""font-weight: normal;"">de contacto se mantenga en un repositorio para este estudio, y que esta información pueda ser utilizada </span><span style=""font-weight: normal;"">para contactarme en el futuro para una mayor recopilación de datos si se requiere un seguimiento a largo </span><span style=""font-weight: normal;"">plazo como parte de una eventual extensión de esta subvención después de la duración esperada de 4 </span><span style=""font-weight: normal;"">años, o para ser invitado a participar en futuros estudios de investigación. Mi información no será </span><span style=""font-weight: normal;"">compartida con terceros.</span></p> <p class=""p1""><span style=""font-weight: normal;"">Doy mi consentimiento para que todos los datos que envíe sean compartidos con los investigadores de </span><span style=""font-weight: normal;"">este estudio y para que mis grabaciones de audio, respuestas escritas y otros datos de investigación </span><span style=""font-weight: normal;"">codificados sean compartidos con otros investigadores calificados según se describe en este formulario </span><span style=""font-weight: normal;"">de consentimiento. Además, doy mi consentimiento para el intercambio público de mis datos del estudio </span><span style=""font-weight: normal;"">desidentificados y agregados.</span></p> <p class=""p1""><span style=""font-weight: normal;"">Me gustaría ser informado de hallazgos incidentales, en caso de que el estudio informe este tipo de </span><span style=""font-weight: normal;"">información.</span></p></div>","yes, Sí | no, No",,,,,y,,y,LV,,,,
usf_icf_signature_es,bridge2ai_econsent_usf_spanish,,file,"Firma de la Persona que Participa en el Estudio
[Autorización]",,,signature,,,y,,y,,,,," @READONLY-FORM"
usf_icf_date_es,bridge2ai_econsent_usf_spanish,,text,Fecha,,,date_ymd,,,y,,y,,,,," @READONLY-FORM"
usf_icf_name_es,bridge2ai_econsent_usf_spanish,,text,"Nombre Impreso de la Persona que Participa en el Estudio",,,,,,y,,y,,,,," @READONLY-FORM"
usf_icf_hipaa_p1_es,bridge2ai_econsent_usf_spanish," ",descriptive,,,,,,,,,,,,,,
usf_icf_hipaa_p2_es,bridge2ai_econsent_usf_spanish,,descriptive,,,,,,,,,,,,,,
usf_icf_hipaa_p3_es,bridge2ai_econsent_usf_spanish,,descriptive,,,,,,,,,,,,,,
usf_icf_signature_hipaa_es,bridge2ai_econsent_usf_spanish,,file,"Firma de la Persona que Participa en el Estudio
[Autorización]",,,signature,,,y,,y,,,,," @READONLY-FORM"
usf_icf_date_hipaa_es,bridge2ai_econsent_usf_spanish,,text,Fecha,,,date_ymd,,,y,,y,,,,," @READONLY-FORM"
usf_icf_name_hipaa_es,bridge2ai_econsent_usf_spanish,,text,"Nombre Impreso de la Persona que Participa en el Estudio",,,,,,y,,y,,,,," @READONLY-FORM"
usf_icf_p1_es_v3,bridge2ai_econsent_usf_spanish_version_3," ",descriptive,,,,,,,,,,,,,,
usf_icf_p2_es_v3,bridge2ai_econsent_usf_spanish_version_3,,descriptive,,,,,,,,,,,,,,
usf_icf_p3_es_v3,bridge2ai_econsent_usf_spanish_version_3,,descriptive,,,,,,,,,,,,,,
usf_icf_p4_es_v3,bridge2ai_econsent_usf_spanish_version_3,,descriptive,,,,,,,,,,,,,,
usf_icf_p5_es_v3,bridge2ai_econsent_usf_spanish_version_3,,descriptive,,,,,,,,,,,,,,
usf_icf_p6_es_v3,bridge2ai_econsent_usf_spanish_version_3,,descriptive,,,,,,,,,,,,,,
usf_icf_p7_es_v3,bridge2ai_econsent_usf_spanish_version_3,,descriptive,,,,,,,,,,,,,,
usf_icf_p8_es_v3,bridge2ai_econsent_usf_spanish_version_3,,descriptive,,,,,,,,,,,,,,
usf_icf_p9_es_v3,bridge2ai_econsent_usf_spanish_version_3,,descriptive,,,,,,,,,,,,,,
usf_icf_question_es_v3,bridge2ai_econsent_usf_spanish_version_3,,radio,"<div class=""rich-text-field-label""><p class=""p1"">Consentimiento para Participar en la Investigación</p> <p class=""p1""><span style=""font-weight: normal;"">Al firmar abajo, doy mi consentimiento libremente para participar en este estudio. Entiendo que al firmar</span><br><span style=""font-weight: normal;"">este formulario estoy aceptando participar en la investigación. He recibido una copia de este formulario</span><br><span style=""font-weight: normal;"">para llevar conmigo. Entiendo que al firmar a continuación, estoy dando mi consentimiento para que mi</span><br><span style=""font-weight: normal;"">información de contacto se mantenga en un repositorio para este estudio, y que esta información pueda</span><br><span style=""font-weight: normal;"">ser utilizada para contactarme en el futuro para una mayor recopilación de datos si se requiere un</span><br><span style=""font-weight: normal;"">seguimiento a largo plazo como parte de una eventual extensión de esta subvención después de la</span><br><span style=""font-weight: normal;"">duración esperada de 4 años, o para ser invitado a participar en futuros estudios de investigación. Mi</span><br><span style=""font-weight: normal;"">información no será compartida con terceros.</span></p> <p class=""p1""><br><span style=""font-weight: normal;"">Al firmar abajo, doy mi consentimiento para que todos los datos que envíe sean compartidos con los</span><br><span style=""font-weight: normal;"">investigadores de este estudio y para que mis grabaciones de audio, respuestas escritas y otros datos de</span><br><span style=""font-weight: normal;"">investigación codificados sean compartidos con otros investigadores calificados según se describe en</span><br><span style=""font-weight: normal;"">este formulario de consentimiento. Además, doy mi consentimiento para el intercambio público de mis</span><br><span style=""font-weight: normal;"">datos del estudio desidentificados y agregados.</span></p> <p class=""p1""><span style=""font-weight: normal;"">Me gustaría ser informado de hallazgos incidentales, en caso de que el estudio informe este tipo de información.</span></p></div>","yes, Sí | no, No",,,,,y,,y,LV,,,,
usf_icf_signature_es_v3,bridge2ai_econsent_usf_spanish_version_3,,file,"Firma de la Persona que Participa en el Estudio
[Autorización]",,,signature,,,y,,y,,,,," @READONLY-FORM"
usf_icf_date_es_v3,bridge2ai_econsent_usf_spanish_version_3,,text,Fecha,,,date_ymd,,,y,,y,,,,," @READONLY-FORM"
usf_icf_name_es_v3,bridge2ai_econsent_usf_spanish_version_3,,text,"Nombre Impreso de la Persona que Participa en el Estudio",,,,,,y,,y,,,,," @READONLY-FORM"
usf_icf_hipaa_p1_es_v3,bridge2ai_econsent_usf_spanish_version_3," ",descriptive,,,,,,,,,,,,,,
usf_icf_hipaa_p2_es_v3,bridge2ai_econsent_usf_spanish_version_3,,descriptive,,,,,,,,,,,,,,
usf_icf_hipaa_p3_es_v3,bridge2ai_econsent_usf_spanish_version_3,,descriptive,,,,,,,,,,,,,,
usf_icf_signature_hipaa_es_v3,bridge2ai_econsent_usf_spanish_version_3,,file,"Firma de la Persona que Participa en el Estudio
[Autorización]",,,signature,,,y,,y,,,,," @READONLY-FORM"
usf_icf_date_hipaa_es_v3,bridge2ai_econsent_usf_spanish_version_3,,text,Fecha,,,date_ymd,,,y,,y,,,,," @READONLY-FORM"
usf_icf_name_hipaa_es_v3,bridge2ai_econsent_usf_spanish_version_3,,text,"Nombre Impreso de la Persona que Participa en el Estudio",,,,,,y,,y,,,,," @READONLY-FORM"
mit_icf_p1_en,bridge2ai_econsent_mit_english," ",descriptive,,,,,,,,,,,,,,
mit_icf_p2_en,bridge2ai_econsent_mit_english,,descriptive,,,,,,,,,,,,,,
mit_icf_p3_en,bridge2ai_econsent_mit_english,,descriptive,,,,,,,,,,,,,,
mit_icf_p4_en,bridge2ai_econsent_mit_english,,descriptive,,,,,,,,,,,,,,
mit_icf_p5_en,bridge2ai_econsent_mit_english,,descriptive,,,,,,,,,,,,,,
mit_icf_p6_en,bridge2ai_econsent_mit_english,,descriptive,,,,,,,,,,,,,,
mit_icf_p7_en,bridge2ai_econsent_mit_english,,descriptive,,,,,,,,,,,,,,
mit_icf_p8_en,bridge2ai_econsent_mit_english,,descriptive,,,,,,,,,,,,,,
mit_icf_question_en,bridge2ai_econsent_mit_english,,radio,"<div class=""rich-text-field-label""><p>Consent to Take Part in Research</p> <p class=""p1""><span style=""font-weight: normal;"">I freely give my consent to take part in this study. I understand that by signing this form I am agreeing </span><span style=""font-weight: normal;"">to take part in research. I have received a copy of this form to take with me. I understand that by signing </span><span style=""font-weight: normal;"">below, I am consenting for my contact information to be kept in a repository for this study, and that this </span><span style=""font-weight: normal;"">information may be used to contact me in the future for further data collection if long-term follow-up is </span><span style=""font-weight: normal;"">required as part of an eventual extension of this grant after the expected 4-year duration, or to be invited </span><span style=""font-weight: normal;"">to participate in future research studies. My information will not be shared with third parties.</span></p> <p class=""p1""><span style=""font-weight: normal;"">I consent to having all data I submit shared with the researchers of this study and to having my audio </span><span style=""font-weight: normal;"">recordings, written responses, and other coded research data shared with other qualified researchers as </span><span style=""font-weight: normal;"">described in this consent form. I further consent to the public sharing of my de-identified and aggregated </span><span style=""font-weight: normal;"">study data.</span></p> <p class=""p1""><span style=""font-weight: normal;"">I would like to be informed of incidental findings, should the study report this type of information.</span></p></div>","yes, Yes | no, No",,,,,y,,y,LV,,,,
mit_icf_signature_en,bridge2ai_econsent_mit_english,,file,"Signature of Person Taking Part in Study
[Authorization]


",,,signature,,,y,,y,,,,," @READONLY-FORM"
mit_icf_date_en,bridge2ai_econsent_mit_english,,text,Date,,,date_ymd,,,y,,y,,,,," @READONLY-FORM"
mit_icf_name_en,bridge2ai_econsent_mit_english,,text,"Printed Name of Person Taking Part in Study",,,,,,y,,y,,,,," @READONLY-FORM"
consent_mit_p1,bridge2ai_econsent_mit_english," ",descriptive,,,,,,,,,,,,,,
mit_icf_p1_en_v2,bridge2ai_econsent_mit_english_version_2," ",descriptive,,,,,,,,,,,,,,
mit_icf_p2_en_v2,bridge2ai_econsent_mit_english_version_2,,descriptive,,,,,,,,,,,,,,
mit_icf_p3_en_v2,bridge2ai_econsent_mit_english_version_2,,descriptive,,,,,,,,,,,,,,
mit_icf_p4_en_v2,bridge2ai_econsent_mit_english_version_2,,descriptive,,,,,,,,,,,,,,
mit_icf_p5_en_v2,bridge2ai_econsent_mit_english_version_2,,descriptive,,,,,,,,,,,,,,
mit_icf_p6_en_v2,bridge2ai_econsent_mit_english_version_2,,descriptive,,,,,,,,,,,,,,
mit_icf_p7_en_v2,bridge2ai_econsent_mit_english_version_2,,descriptive,,,,,,,,,,,,,,
mit_icf_p8_en_v2,bridge2ai_econsent_mit_english_version_2,,descriptive,,,,,,,,,,,,,,
mit_icf_p9_en_v2,bridge2ai_econsent_mit_english_version_2,,descriptive,,,,,,,,,,,,,,
mit_icf_question_en_v2,bridge2ai_econsent_mit_english_version_2,,radio,"<div class=""rich-text-field-label""><p>Consent to Take Part in Research</p> <p class=""p1""><span style=""font-weight: normal;"">By signing below, I freely give my consent to take part in this study. I understand that by signing this</span><br><span style=""font-weight: normal;"">form I am agreeing to take part in research. I have received a copy of this form to take with me. I</span><br><span style=""font-weight: normal;"">understand that by signing below, I am consenting for my contact information to be kept in a repository</span><br><span style=""font-weight: normal;"">for this study, and that this information may be used to contact me in the future for further data collection</span><br><span style=""font-weight: normal;"">if long-term follow-up is required as part of an eventual extension of this grant after the expected 4-year</span><br><span style=""font-weight: normal;"">duration, or to be invited to participate in future research studies. My information will not be shared with</span><br><span style=""font-weight: normal;"">third parties.</span></p> <p class=""p1""><span style=""font-weight: normal;"">By signing below, I consent to having all data I submit shared with the researchers of this study and to</span><br><span style=""font-weight: normal;"">having my audio recordings, written responses, and other coded research data shared with other qualified</span><br><span style=""font-weight: normal;"">researchers as described in this consent form. I further consent to the public sharing of my de-identified</span><br><span style=""font-weight: normal;"">and aggregated study data.</span></p> <p class=""p1""><span style=""font-weight: normal;"">I would like to be informed of incidental findings, should the study report this type of information.</span></p></div>","yes, Yes | no, No",,,,,y,,y,LV,,,,
